genome	region	start	end	region_length_bp	avg_p	max_p	type
HpGP-LAT-019	HpGP-LAT-019_cluster_1	220768	225032	4265	0.796005730476766	0.937012172685252	Unknown
HpGP-KOR-116	HpGP-KOR-116_cluster_1	288114	292303	4190	0.79600572349885	0.937012174560587	Unknown
HpGP-JAP-109	HpGP-JAP-109_cluster_1	240073	244443	4371	0.796005729511335	0.937012174970241	Unknown
HpGP-LAT-006	HpGP-LAT-006_cluster_2	1235257	1237871	2615	0.344364307807746	0.370141691349359	Unknown
HpGP-PER-102	HpGP-PER-102_cluster_1	226795	231138	4344	0.796005878911769	0.937012172699798	Unknown
HpGP-LIT-032	HpGP-LIT-032_cluster_1	221510	225877	4368	0.796005723123783	0.937012172685252	Unknown
HpGP-USA-105	HpGP-USA-105_cluster_1	222903	227139	4237	0.796005730699284	0.937012172685252	Unknown
HpGP-BRA-014	HpGP-BRA-014_cluster_1	224323	228557	4235	0.796005729266729	0.937012172685252	Unknown
HpGP-COL-307	HpGP-COL-307_cluster_1	218748	222987	4240	0.796005729266729	0.937012172685252	Unknown
HpGP-KOR-020	HpGP-KOR-020_cluster_1	238832	243202	4371	0.796005723123783	0.937012172685252	Unknown
HpGP-PER-013	HpGP-PER-013_cluster_1	221151	225519	4369	0.796005728077565	0.937012173149291	Unknown
HpGP-CHI-122	HpGP-CHI-122_cluster_1	633988	638216	4229	0.795866513044828	0.936316115196682	Unknown
HpGP-IDN-007	HpGP-IDN-007_cluster_1	235775	240034	4260	0.796005729511335	0.937012174970241	Unknown
HpGP-PRI-005	HpGP-PRI-005_cluster_1	229325	234045	4721	0.948694135485167	0.999891257013097	Unknown
HpGP-IND-001	HpGP-IND-001_cluster_1	189686	194089	4404	0.796005723123015	0.937012172685252	Unknown
HpGP-ISL-008	HpGP-ISL-008_cluster_1	274554	278956	4403	0.79600572335752	0.937012172685252	Unknown
HpGP-IDN-011	HpGP-IDN-011_cluster_1	213674	217867	4194	0.796005729054337	0.937012172685252	Unknown
HpGP-SPA-315	HpGP-SPA-315_cluster_1	221707	226401	4695	0.948694135529345	0.999891257012298	Unknown
HpGP-LAT-012	HpGP-LAT-012_cluster_1	1175008	1179425	4418	0.795823122442714	0.937150648174833	Unknown
HpGP-USA-001	HpGP-USA-001_cluster_1	219124	223356	4233	0.796005727984757	0.937012172685252	Unknown
HpGP-HON-005	HpGP-HON-005_cluster_1	226022	230259	4238	0.796005727984757	0.937012172685252	Unknown
HpGP-CAN-010	HpGP-CAN-010_cluster_1	590095	598012	7918	0.623955421413999	0.813165648866704	Saccharide
HpGP-SGP-012	HpGP-SGP-012_cluster_1	235551	239956	4406	0.796005729511335	0.937012174970241	Unknown
HpGP-COL-108	HpGP-COL-108_cluster_1	224164	228353	4190	0.796005728077565	0.937012173149291	Unknown
HpGP-CHN-010	HpGP-CHN-010_cluster_1	1156576	1160950	4375	0.795823272380313	0.937150648174833	Unknown
HpGP-CRI-002	HpGP-CRI-002_cluster_1	1315205	1319438	4234	0.795823122553169	0.937150648174833	Unknown
HpGP-PER-014	HpGP-PER-014_cluster_1	224523	228943	4421	0.796005728077565	0.937012173149291	Unknown
HpGP-TWN-017	HpGP-TWN-017_cluster_1	230252	234623	4372	0.796005728855153	0.937012177037229	Unknown
HpGP-IDN-009	HpGP-IDN-009_cluster_1	219192	223412	4221	0.796005724797501	0.937012172685252	Unknown
HpGP-TWN-005	HpGP-TWN-005_cluster_1	231317	235509	4193	0.796006249576944	0.937012174970241	Unknown
HpGP-VNM-004	HpGP-VNM-004_cluster_1	243989	248358	4370	0.796005723123783	0.937012172685252	Unknown
HpGP-POL-105	HpGP-POL-105_cluster_1	218166	222540	4375	0.796005727779776	0.937012172794478	Unknown
HpGP-COL-302	HpGP-COL-302_cluster_1	221873	226372	4500	0.796005723134951	0.937012172741089	Unknown
HpGP-IDN-008	HpGP-IDN-008_cluster_1	233507	237550	4044	0.796005728442725	0.937012174975092	Unknown
HpGP-KOR-028	HpGP-KOR-028_cluster_1	237674	241864	4191	0.7960051348634	0.937009201730567	Unknown
HpGP-KOR-042	HpGP-KOR-042_cluster_1	236816	241204	4389	0.796005727962574	0.937012172574335	Unknown
HpGP-CHI-004	HpGP-CHI-004_cluster_1	219859	224194	4336	0.948836087918555	0.999891257012298	Unknown
HpGP-CHN-003	HpGP-CHN-003_cluster_1	245351	249541	4191	0.796005878943567	0.937012172685252	Unknown
HpGP-POR-005	HpGP-POR-005_cluster_1	224208	228394	4187	0.796005128934145	0.937009201731557	Unknown
HpGP-USA-002	HpGP-USA-002_cluster_1	278201	282615	4415	0.796005251421961	0.93700978987127	Unknown
HpGP-HON-015	HpGP-HON-015_cluster_1	220784	225132	4349	0.796005727984757	0.937012172685252	Unknown
HpGP-KOR-029	HpGP-KOR-029_cluster_1	229619	233808	4190	0.796005135814572	0.937009201730567	Unknown
HpGP-MEX-028	HpGP-MEX-028_cluster_1	167987	173227	5241	0.540523000818388	0.662355272508842	Unknown
HpGP-MEX-028	HpGP-MEX-028_cluster_2	251221	255525	4305	0.796006004219051	0.937012172685252	Unknown
HpGP-SGP-038	HpGP-SGP-038_cluster_1	1237434	1241738	4305	0.795823122442714	0.937150648174833	Unknown
HpGP-KOR-043	HpGP-KOR-043_cluster_1	233612	237802	4191	0.796005723317067	0.937012174970241	Unknown
HpGP-SWE-024	HpGP-SWE-024_cluster_1	222359	226580	4222	0.796005727984757	0.937012172685252	Unknown
HpGP-JAP-009	HpGP-JAP-009_cluster_1	283757	287945	4189	0.948836087919208	0.999891257016213	Unknown
HpGP-FRA-013	HpGP-FRA-013_cluster_1	216131	220548	4418	0.796005723123783	0.937012172685252	Unknown
HpGP-SPA-507	HpGP-SPA-507_cluster_1	223554	227968	4415	0.796005730494098	0.937012172685252	Unknown
HpGP-VNM-008	HpGP-VNM-008_cluster_1	244000	248192	4193	0.796005729054337	0.937012172685252	Unknown
HpGP-PER-113	HpGP-PER-113_cluster_1	224456	228689	4234	0.796005730581715	0.93701217312334	Unknown
HpGP-MMR-005	HpGP-MMR-005_cluster_1	219874	224066	4193	0.796005727995925	0.937012172741089	Unknown
HpGP-FRA-017	HpGP-FRA-017_cluster_1	219479	223719	4241	0.796005729054337	0.937012172685252	Unknown
HpGP-SWE-034	HpGP-SWE-034_cluster_1	223823	228015	4193	0.948836087918555	0.999891257012298	Unknown
HpGP-GER-001	HpGP-GER-001_cluster_1	244136	249239	5104	0.77725996896725	0.936600519143735	Unknown
HpGP-GER-001	HpGP-GER-001_cluster_2	1431828	1439290	7463	0.887309495386072	0.998015021547276	Unknown
HpGP-PER-140	HpGP-PER-140_cluster_1	219745	224152	4408	0.796005729623274	0.937012174970241	Unknown
HpGP-CHI-011	HpGP-CHI-011_cluster_1	1150117	1154490	4374	0.795822524945692	0.937147683313525	Unknown
HpGP-COL-204	HpGP-COL-204_cluster_1	221590	225780	4191	0.796005723357918	0.937012172687242	Unknown
HpGP-PER-011	HpGP-PER-011_cluster_1	215420	219641	4222	0.796005731149798	0.937012175023635	Unknown
HpGP-KOR-114	HpGP-KOR-114_cluster_1	235422	239613	4192	0.796005723580781	0.937012174970241	Unknown
HpGP-PER-104	HpGP-PER-104_cluster_1	222163	226396	4234	0.796005878907761	0.937012172685252	Unknown
HpGP-COL-119	HpGP-COL-119_cluster_1	260119	264460	4342	0.796014845548619	0.937012172574335	Unknown
HpGP-GMB-009	HpGP-GMB-009_cluster_1	220138	224856	4719	0.948694135524563	0.999891257012298	Unknown
HpGP-CHI-028	HpGP-CHI-028_cluster_1	232854	237223	4370	0.796005730586905	0.937012173149291	Unknown
HpGP-LAT-024	HpGP-LAT-024_cluster_1	237622	241992	4371	0.796005727984757	0.937012172685252	Unknown
HpGP-HON-013	HpGP-HON-013_cluster_1	222654	227072	4419	0.796005730586905	0.937012173149291	Unknown
HpGP-JAP-106	HpGP-JAP-106_cluster_1	254400	258802	4403	0.796005729511335	0.937012174970241	Unknown
HpGP-ALG-001	HpGP-ALG-001_cluster_1	274094	278329	4236	0.796005723124885	0.937012172685252	Unknown
HpGP-JOR-008	HpGP-JOR-008_cluster_1	1335460	1339881	4422	0.795823121325645	0.937150647959834	Unknown
HpGP-MAL-025	HpGP-MAL-025_cluster_1	254669	259349	4681	0.948694135524563	0.999891257012298	Unknown
HpGP-KOR-053	HpGP-KOR-053_cluster_1	238967	243158	4192	0.796005879364759	0.937012174970241	Unknown
HpGP-USA-306	HpGP-USA-306_cluster_1	987953	992368	4416	0.795822524945692	0.937147683313525	Unknown
HpGP-FRA-020	HpGP-FRA-020_cluster_1	230876	235244	4369	0.796005729054337	0.937012172685252	Unknown
HpGP-SPA-504	HpGP-SPA-504_cluster_1	224827	229240	4414	0.796005723123783	0.937012172685252	Unknown
HpGP-ARG-001	HpGP-ARG-001_cluster_1	223522	227742	4221	0.796005729054337	0.937012172685252	Unknown
HpGP-SPA-319	HpGP-SPA-319_cluster_1	243266	247680	4415	0.796005723123783	0.937012172685252	Unknown
HpGP-COL-309	HpGP-COL-309_cluster_1	218437	222806	4370	0.796005729065504	0.937012172741089	Unknown
HpGP-SWE-018	HpGP-SWE-018_cluster_1	1139555	1143778	4224	0.795823116495238	0.937150648174833	Unknown
HpGP-PER-119	HpGP-PER-119_cluster_1	224043	228282	4240	0.796005884820492	0.937012172685252	Unknown
HpGP-ISL-006	HpGP-ISL-006_cluster_1	323924	328118	4195	0.827915669479253	0.945555207025884	Unknown
HpGP-GER-005	HpGP-GER-005_cluster_1	221076	225305	4230	0.796005729231565	0.937012173571392	Unknown
HpGP-SWE-032	HpGP-SWE-032_cluster_1	283444	287634	4191	0.796005723296568	0.937012173571392	Unknown
HpGP-SPA-309	HpGP-SPA-309_cluster_1	54991	59438	4448	0.796005729011248	0.937012172469809	Unknown
HpGP-LIT-035	HpGP-LIT-035_cluster_1	1116942	1121346	4405	0.795823121368644	0.937150648174833	Unknown
HpGP-TWN-027	HpGP-TWN-027_cluster_1	1196957	1201147	4191	0.795823121824704	0.937150650455131	Unknown
HpGP-LIT-023	HpGP-LIT-023_cluster_1	34722	43634	8913	0.507853910485135	0.538388140342935	Unknown
HpGP-LIT-023	HpGP-LIT-023_cluster_2	219736	223780	4045	0.796006790185957	0.937017505079135	Unknown
HpGP-BRA-019	HpGP-BRA-019_cluster_1	224339	228753	4415	0.796005727984757	0.937012172685252	Unknown
HpGP-TWN-029	HpGP-TWN-029_cluster_1	1178503	1182693	4191	0.795823121368644	0.937150648174833	Unknown
HpGP-KOR-004	HpGP-KOR-004_cluster_1	250669	255000	4332	0.795962714783893	0.937012174970241	Unknown
HpGP-SPA-103	HpGP-SPA-103_cluster_1	1174862	1176122	1261	0.531612319507651	0.557327286335505	Unknown
HpGP-ZAF-009	HpGP-ZAF-009_cluster_1	224923	229150	4228	0.796005721843315	0.937012172685252	Unknown
HpGP-CHI-005	HpGP-CHI-005_cluster_1	221667	225706	4040	0.796005723358618	0.937012172685252	Unknown
HpGP-POR-002	HpGP-POR-002_cluster_1	220582	224815	4234	0.796005727984757	0.937012172685252	Unknown
HpGP-MAL-003	HpGP-MAL-003_cluster_1	238969	243342	4374	0.796005723580781	0.937012174970241	Unknown
HpGP-MEX-044	HpGP-MEX-044_cluster_1	222388	226751	4364	0.796005729054337	0.937012172685252	Unknown
HpGP-SWT-011	HpGP-SWT-011_cluster_1	215927	220072	4146	0.796005729011248	0.937012172469809	Unknown
HpGP-POR-114	HpGP-POR-114_cluster_1	223537	227955	4419	0.796005722861952	0.937012172685252	Unknown
HpGP-HON-016	HpGP-HON-016_cluster_1	220426	224616	4191	0.796005723124181	0.937012172687242	Unknown
HpGP-KGZ-006	HpGP-KGZ-006_cluster_1	190804	195178	4375	0.796005723344257	0.937012172685252	Unknown
HpGP-SGP-003	HpGP-SGP-003_cluster_1	289451	293725	4275	0.796005725254499	0.937012174970241	Unknown
HpGP-IND-007	HpGP-IND-007_cluster_1	261422	266109	4688	0.948694135471115	0.999891257012298	Unknown
HpGP-GRE-008	HpGP-GRE-008_cluster_1	216949	221321	4373	0.796006094842005	0.937012172685252	Unknown
HpGP-VNM-001	HpGP-VNM-001_cluster_1	240132	244324	4193	0.796005723134951	0.937012172741089	Unknown
HpGP-CHI-127	HpGP-CHI-127_cluster_1	220925	225295	4371	0.796005885183796	0.937012174501772	Unknown
HpGP-KOR-008	HpGP-KOR-008_cluster_1	236444	240634	4191	0.796005729054337	0.937012172685252	Unknown
HpGP-JAP-017	HpGP-JAP-017_cluster_1	234950	239363	4414	0.796005729511335	0.937012174970241	Unknown
HpGP-KOR-109	HpGP-KOR-109_cluster_1	1192314	1196687	4374	0.795780079785933	0.937150648174833	Unknown
HpGP-HON-010	HpGP-HON-010_cluster_1	217727	221918	4192	0.796005730699284	0.937012172685252	Unknown
HpGP-SPA-301	HpGP-SPA-301_cluster_2	1276812	1281180	4369	0.795823116236293	0.937150648174833	Unknown
HpGP-KOR-019	HpGP-KOR-019_cluster_1	232476	236847	4372	0.796005723123783	0.937012172685252	Unknown
HpGP-SPA-002	HpGP-SPA-002_cluster_1	245261	249496	4236	0.796006084777033	0.937012172685252	Unknown
HpGP-KOR-052	HpGP-KOR-052_cluster_1	235210	239580	4371	0.796005879364759	0.937012174970241	Unknown
HpGP-PER-110	HpGP-PER-110_cluster_1	218851	223216	4366	0.948836087918555	0.999891257012298	Unknown
HpGP-KOR-105	HpGP-KOR-105_cluster_1	257554	261742	4189	0.796005723580781	0.937012174970241	Unknown
HpGP-SGP-009	HpGP-SGP-009_cluster_1	245054	249428	4375	0.796005729147145	0.937012173149291	Unknown
HpGP-NGA-006	HpGP-NGA-006_cluster_1	216929	221117	4189	0.796005729054337	0.937012172685252	Unknown
HpGP-LAT-022	HpGP-LAT-022_cluster_1	267152	271566	4415	0.796005884820492	0.937012172685252	Unknown
HpGP-PER-017	HpGP-PER-017_cluster_1	221707	225944	4238	0.796005723123783	0.937012172685252	Unknown
HpGP-FRA-007	HpGP-FRA-007_cluster_1	253044	257085	4042	0.796005729269265	0.937012172697929	Unknown
HpGP-SWE-027	HpGP-SWE-027_cluster_1	225153	229525	4373	0.796005729618206	0.937012172685252	Unknown
HpGP-USA-418	HpGP-USA-418_cluster_1	227593	231835	4243	0.796005723123871	0.937012172685252	Unknown
HpGP-VNM-003	HpGP-VNM-003_cluster_1	226962	231332	4371	0.79600572963031	0.937012175565116	Unknown
HpGP-LIT-024	HpGP-LIT-024_cluster_1	245743	249932	4190	0.796005727757931	0.937012172685252	Unknown
HpGP-BRA-001	HpGP-BRA-001_cluster_1	219189	223602	4414	0.796005729054337	0.937012172685252	Unknown
HpGP-CHN-004	HpGP-CHN-004_cluster_1	237252	241623	4372	0.796005723123783	0.937012172685252	Unknown
HpGP-SPA-409	HpGP-SPA-409_cluster_1	238637	243050	4414	0.796005729166276	0.937012172685252	Unknown
HpGP-LAT-025	HpGP-LAT-025_cluster_1	244823	249240	4418	0.796005729166276	0.937012172685252	Unknown
HpGP-MEX-003	HpGP-MEX-003_cluster_1	216649	221069	4421	0.796005725015927	0.937012172685252	Unknown
HpGP-ISR-003	HpGP-ISR-003_cluster_1	1307270	1311682	4413	0.795823279705376	0.937150647959834	Unknown
HpGP-COG-002	HpGP-COG-002_cluster_1	221770	226193	4424	0.796005727984757	0.937012172685252	Unknown
HpGP-TUR-002	HpGP-TUR-002_cluster_1	223535	227906	4372	0.796005723580781	0.937012174970241	Unknown
HpGP-JAP-028	HpGP-JAP-028_cluster_1	284482	288849	4368	0.796005729054337	0.937012172685252	Unknown
HpGP-SGP-005	HpGP-SGP-005_cluster_1	258801	262992	4192	0.796005728800498	0.937012172574335	Unknown
HpGP-MEX-012	HpGP-MEX-012_cluster_1	218435	222671	4237	0.796005723216591	0.937012173149291	Unknown
HpGP-SPA-019	HpGP-SPA-019_cluster_1	239942	244353	4412	0.948836087918572	0.9998912570124	Unknown
HpGP-CAN-022	HpGP-CAN-022_cluster_1	239612	244296	4685	0.948694135471846	0.999891257012298	Unknown
HpGP-HON-002	HpGP-HON-002_cluster_1	221035	225407	4373	0.796005727984757	0.937012172685252	Unknown
HpGP-COL-112	HpGP-COL-112_cluster_1	221032	225739	4708	0.948694135544245	0.999891257016901	Unknown
HpGP-KOR-037	HpGP-KOR-037_cluster_1	261740	265930	4191	0.796005730476766	0.937012172685252	Unknown
HpGP-CAN-007	HpGP-CAN-007_cluster_1	1134168	1141270	7103	0.607225372931093	0.773822969054528	Unknown
HpGP-SGP-019	HpGP-SGP-019_cluster_1	232444	236816	4373	0.796005723123783	0.937012172685252	Unknown
HpGP-SPA-414	HpGP-SPA-414_cluster_1	222135	226369	4235	0.796005722150556	0.937012172685252	Unknown
HpGP-KOR-005	HpGP-KOR-005_cluster_1	1173988	1178179	4192	0.795823122442714	0.937150648174833	Unknown
HpGP-KOR-110	HpGP-KOR-110_cluster_1	1075120	1079490	4371	0.795823122898774	0.937150650455131	Unknown
HpGP-TWN-030	HpGP-TWN-030_cluster_1	237883	242187	4305	0.796005723123783	0.937012172685252	Unknown
HpGP-KOR-036	HpGP-KOR-036_cluster_1	251036	255227	4192	0.796005730494098	0.937012172685252	Unknown
HpGP-POR-112	HpGP-POR-112_cluster_1	219439	223680	4242	0.796005723301011	0.937012173571392	Unknown
HpGP-KOR-027	HpGP-KOR-027_cluster_1	245763	250129	4367	0.796005730476766	0.937012172685252	Unknown
HpGP-NPL-009	HpGP-NPL-009_cluster_1	188437	192626	4190	0.796005723344257	0.937012172685252	Unknown
HpGP-JAP-002	HpGP-JAP-002_cluster_1	240390	244584	4195	0.796005723124885	0.937012172685252	Unknown
HpGP-ISL-007	HpGP-ISL-007_cluster_1	1037679	1042074	4396	0.948746983678385	0.999891512087137	Unknown
HpGP-GRE-005	HpGP-GRE-005_cluster_1	1099388	1101441	2054	0.438539444424661	0.517291464671322	Unknown
HpGP-BRA-012	HpGP-BRA-012_cluster_1	1058876	1063256	4381	0.79582312432524	0.937150650455131	Unknown
HpGP-FRA-004	HpGP-FRA-004_cluster_1	220399	225126	4728	0.948694135529362	0.9998912570124	Unknown
HpGP-ISR-007	HpGP-ISR-007_cluster_1	271752	275987	4236	0.796006202768852	0.937012172685252	Unknown
HpGP-VNM-005	HpGP-VNM-005_cluster_1	227370	231745	4376	0.796005729723727	0.937012174970241	Unknown
HpGP-MEX-001	HpGP-MEX-001_cluster_1	224830	229251	4422	0.796005724797501	0.937012172685252	Unknown
HpGP-ZAF-010	HpGP-ZAF-010_cluster_1	225051	229278	4228	0.796005723124885	0.937012172685252	Unknown
HpGP-ZAF-010	HpGP-ZAF-010_cluster_2	566864	576022	9159	0.55184819751678	0.634227427312426	Polyketide
HpGP-NPL-007	HpGP-NPL-007_cluster_1	217401	221592	4192	0.796005729054337	0.937012172685252	Unknown
HpGP-LIT-029	HpGP-LIT-029_cluster_1	221134	225327	4194	0.796005727984757	0.937012172685252	Unknown
HpGP-LIT-031	HpGP-LIT-031_cluster_1	226589	230754	4166	0.796005730494098	0.937012172685252	Unknown
HpGP-COL-104	HpGP-COL-104_cluster_1	225566	229983	4418	0.796005730482962	0.937012172629576	Unknown
HpGP-SWE-030	HpGP-SWE-030_cluster_1	226113	230304	4192	0.796005729054337	0.937012172685252	Unknown
HpGP-CHI-023	HpGP-CHI-023_cluster_1	224053	228422	4370	0.796005729054337	0.937012172685252	Unknown
HpGP-HON-019	HpGP-HON-019_cluster_1	219824	224234	4411	0.796005727984757	0.937012172685252	Unknown
HpGP-DOM-011	HpGP-DOM-011_cluster_1	220453	224877	4425	0.796005728452434	0.937012175023635	Unknown
HpGP-USA-203	HpGP-USA-203_cluster_1	228729	233144	4416	0.796005728441755	0.937012174970241	Unknown
HpGP-SWE-017	HpGP-SWE-017_cluster_1	226792	231164	4373	0.79600560106223	0.937012172685252	Unknown
HpGP-SPA-204	HpGP-SPA-204_cluster_1	310315	314727	4413	0.796005722877279	0.937012172741089	Unknown
HpGP-USA-434	HpGP-USA-434_cluster_1	220207	224620	4414	0.796005729266729	0.937012172685252	Unknown
HpGP-CHI-024	HpGP-CHI-024_cluster_1	225830	230249	4420	0.796005729054337	0.937012172685252	Unknown
HpGP-JOR-004	HpGP-JOR-004_cluster_1	226591	230826	4236	0.796005723124885	0.937012172685252	Unknown
HpGP-POR-110	HpGP-POR-110_cluster_1	977676	982088	4413	0.795823116004751	0.937150648176815	Unknown
HpGP-FRA-006	HpGP-FRA-006_cluster_1	271599	275969	4371	0.796005723123783	0.937012172685252	Unknown
HpGP-MAL-012	HpGP-MAL-012_cluster_1	1173556	1177745	4190	0.795823278310052	0.937150648174833	Unknown
HpGP-IDN-010	HpGP-IDN-010_cluster_1	270358	274551	4194	0.796005730494098	0.937012172685252	Unknown
HpGP-MEX-040	HpGP-MEX-040_cluster_1	222419	226655	4237	0.796005727984757	0.937012172685252	Unknown
HpGP-GHA-003	HpGP-GHA-003_cluster_1	222247	226663	4417	0.796005725361881	0.937012173149291	Unknown
HpGP-GRE-004	HpGP-GRE-004_cluster_1	221082	225496	4415	0.796005729054337	0.937012172685252	Unknown
HpGP-SWE-036	HpGP-SWE-036_cluster_1	1121633	1125708	4076	0.795865388079838	0.937150648162801	Unknown
HpGP-JAP-107	HpGP-JAP-107_cluster_1	245960	250341	4382	0.796005723164516	0.937012172685252	Unknown
HpGP-USA-416	HpGP-USA-416_cluster_1	253043	257279	4237	0.796005755143536	0.937012172685252	Unknown
HpGP-SPA-710	HpGP-SPA-710_cluster_1	221851	226266	4416	0.796006087228999	0.937012172685252	Unknown
HpGP-ITA-023	HpGP-ITA-023_cluster_1	215765	219986	4222	0.796005727984757	0.937012172685252	Unknown
HpGP-HON-006	HpGP-HON-006_cluster_1	223110	227415	4306	0.796005729166276	0.937012172685252	Unknown
HpGP-ZAF-006	HpGP-ZAF-006_cluster_1	286277	290682	4406	0.796005723126832	0.937012172685252	Unknown
HpGP-PER-019	HpGP-PER-019_cluster_1	219497	223802	4306	0.7960057297077	0.937012175392371	Unknown
HpGP-TUR-023	HpGP-TUR-023_cluster_1	224992	229227	4236	0.796005727984757	0.937012172685252	Unknown
HpGP-KGZ-002	HpGP-KGZ-002_cluster_1	1180790	1185164	4375	0.813743513455077	0.937150648174833	Unknown
HpGP-KOR-046	HpGP-KOR-046_cluster_1	222524	226893	4370	0.796005729054337	0.937012172685252	Unknown
HpGP-NPL-010	HpGP-NPL-010_cluster_1	217557	221824	4268	0.796005729054337	0.937012172685252	Unknown
HpGP-ITA-010	HpGP-ITA-010_cluster_1	221054	225465	4412	0.796005729011248	0.937012172469809	Unknown
HpGP-NPL-004	HpGP-NPL-004_cluster_1	323003	327225	4223	0.796005729054337	0.937012172685252	Unknown
HpGP-ALG-005	HpGP-ALG-005_cluster_1	272940	277176	4237	0.79600572335752	0.937012172685252	Unknown
HpGP-PER-136	HpGP-PER-136_cluster_1	221004	225238	4235	0.796005728078535	0.937012173154141	Unknown
HpGP-IRN-001	HpGP-IRN-001_cluster_1	223944	228364	4421	0.796005723358618	0.937012172685252	Unknown
HpGP-HON-027	HpGP-HON-027_cluster_1	219801	224038	4238	0.796005729343504	0.937012173571392	Unknown
HpGP-SWE-003	HpGP-SWE-003_cluster_1	223789	227832	4044	0.796005730494098	0.937012172685252	Unknown
HpGP-BRA-025	HpGP-BRA-025_cluster_1	238636	242875	4240	0.796005727757931	0.937012172685252	Unknown
HpGP-JAP-019	HpGP-JAP-019_cluster_2	242095	246529	4435	0.796005729511335	0.937012174970241	Unknown
HpGP-CAN-004	HpGP-CAN-004_cluster_1	222235	226467	4233	0.79600572894853	0.937012172685252	Unknown
HpGP-CHI-208	HpGP-CHI-208_cluster_1	247033	251411	4379	0.796005729054337	0.937012172685252	Unknown
HpGP-IDN-001	HpGP-IDN-001_cluster_1	217462	221788	4327	0.796005729511335	0.937012174970241	Unknown
HpGP-SPA-003	HpGP-SPA-003_cluster_1	228288	232478	4191	0.796005723369786	0.937012172741089	Unknown
HpGP-PER-020	HpGP-PER-020_cluster_1	221089	225322	4234	0.796005729166276	0.937012172685252	Unknown
HpGP-SGP-008	HpGP-SGP-008_cluster_1	238157	242526	4370	0.796005723123783	0.937012172685252	Unknown
HpGP-KGZ-009	HpGP-KGZ-009_cluster_1	222023	226215	4193	0.796005723124858	0.937012172685252	Unknown
HpGP-SGP-013	HpGP-SGP-013_cluster_1	229536	233907	4372	0.796005729054337	0.937012172685252	Unknown
HpGP-PER-016	HpGP-PER-016_cluster_1	219529	223896	4368	0.796005729054337	0.937012172685252	Unknown
HpGP-CAN-002	HpGP-CAN-002_cluster_1	226328	230560	4233	0.796005730494098	0.937012172685252	Unknown
HpGP-ZAF-007	HpGP-ZAF-007_cluster_1	271723	276137	4415	0.796005722179836	0.937012174338825	Unknown
HpGP-JAP-103	HpGP-JAP-103_cluster_1	242469	246690	4222	0.796005728441755	0.937012174970241	Unknown
HpGP-SPA-611	HpGP-SPA-611_cluster_1	233411	237648	4238	0.796005729359537	0.937012173149291	Unknown
HpGP-IDN-005	HpGP-IDN-005_cluster_1	233895	238266	4372	0.948836087918555	0.999891257012298	Unknown
HpGP-CRI-001	HpGP-CRI-001_cluster_1	1182176	1186857	4682	0.94860483934443	0.999891512083256	Unknown
HpGP-KOR-024	HpGP-KOR-024_cluster_1	235018	239209	4192	0.796005729511335	0.937012174970241	Unknown
HpGP-KOR-049	HpGP-KOR-049_cluster_1	236838	241211	4374	0.796005729054337	0.937012172685252	Unknown
HpGP-ALG-010	HpGP-ALG-010_cluster_1	934782	939018	4237	0.795823123979174	0.937150648637915	Unknown
HpGP-KOR-012	HpGP-KOR-012_cluster_1	239480	243849	4370	0.796005729734406	0.937012175023635	Unknown
HpGP-USA-305	HpGP-USA-305_cluster_1	222082	226497	4416	0.796005730494098	0.937012172685252	Unknown
HpGP-MAL-008	HpGP-MAL-008_cluster_1	222691	227348	4658	0.948694135529998	0.999891257016213	Unknown
HpGP-JAP-108	HpGP-JAP-108_cluster_1	149554	153884	4331	0.499709981376962	0.742037531928056	Unknown
HpGP-JAP-108	HpGP-JAP-108_cluster_2	233279	237654	4376	0.796005730476766	0.937012172685252	Unknown
HpGP-JAP-029	HpGP-JAP-029_cluster_2	244628	248818	4191	0.796005723123783	0.937012172685252	Unknown
HpGP-ZAF-011	HpGP-ZAF-011_cluster_1	222310	226543	4234	0.796005729054337	0.937012172685252	Unknown
HpGP-MAL-020	HpGP-MAL-020_cluster_2	244783	249153	4371	0.796005728214929	0.937012174970241	Unknown
HpGP-LIT-028	HpGP-LIT-028_cluster_1	1153880	1158110	4231	0.795823116495238	0.937150648174833	Unknown
HpGP-TWN-021	HpGP-TWN-021_cluster_1	237190	241560	4371	0.796005729512305	0.937012174975092	Unknown
HpGP-TWN-023	HpGP-TWN-023_cluster_1	230740	235115	4376	0.796005729054337	0.937012172685252	Unknown
HpGP-KOR-032	HpGP-KOR-032_cluster_1	1422918	1427110	4193	0.795823116729127	0.937150648174833	Unknown
HpGP-NGA-010	HpGP-NGA-010_cluster_1	212266	216678	4413	0.796005729054337	0.937012172685252	Unknown
HpGP-TWN-026	HpGP-TWN-026_cluster_2	243366	247743	4378	0.948836087919208	0.999891257016213	Unknown
HpGP-POL-109	HpGP-POL-109_cluster_1	259688	264058	4371	0.796005723124885	0.937012172685252	Unknown
HpGP-SWE-031	HpGP-SWE-031_cluster_1	219969	224372	4404	0.796005723123783	0.937012172685252	Unknown
HpGP-JOR-003	HpGP-JOR-003_cluster_1	247051	251282	4232	0.796005727984757	0.937012172685252	Unknown
HpGP-CRI-007	HpGP-CRI-007_cluster_1	219147	223383	4237	0.796005728077565	0.937012173149291	Unknown
HpGP-MAL-010	HpGP-MAL-010_cluster_1	290131	294353	4223	0.796005723322004	0.937012174970241	Unknown
