genome	region	orig_start	orig_end	region_length_bp	contig_edge	product	rules	category
HpGP-GER-016	region001	967739	988651	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GER-018	region001	1290172	1311084	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GER-019	region001	928655	949567	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GER-020	region001	938787	959699	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GER-021	region001	962065	982977	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GHA-003	region001	908248	929160	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GHA-009	region001	948852	969764	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GMB-003	region001	914646	935558	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GMB-004	region001	948611	969523	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GMB-007	region001	988412	1009324	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GMB-008	region001	989236	1010148	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GMB-009	region001	946039	966951	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-001	region001	966730	987642	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-002	region001	953160	974072	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-003	region001	972930	993842	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-004	region001	926652	947564	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-005	region001	925498	946410	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-006	region001	973801	994713	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-008	region001	939579	960491	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-011	region001	989386	1010298	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-012	region001	937984	958896	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-018	region001	994622	1015534	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-019	region001	934882	955794	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-020	region001	935885	956797	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-022	region001	964672	985584	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-036	region001	361826	382738	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-039	region001	960034	980946	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-040	region001	956515	977427	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-041	region001	967715	988627	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-042	region001	930078	950993	20915	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-043	region001	938844	959756	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-044	region001	448043	468955	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GRE-046	region001	967656	988568	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GTM-004	region001	1012609	1033521	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GTM-007	region001	945139	966051	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-GTM-010	region001	986652	1007564	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-001	region001	958228	979140	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-002	region001	973209	994121	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-003	region001	985208	1006120	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-004	region001	944410	965322	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-005	region001	1003836	1024748	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-006	region001	951727	972639	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-007	region001	988180	1009092	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-009	region001	972188	993100	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-010	region001	944209	965121	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-011	region001	954674	975586	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-012	region001	943582	964494	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-013	region001	950065	970977	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-014	region001	992330	1013242	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-015	region001	946020	966932	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-016	region001	975219	996131	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-017	region001	954281	975193	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-018	region001	943681	964593	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-019	region001	944363	965275	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-020	region001	950038	970950	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-021	region001	974632	995544	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-023	region001	938554	959466	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-024	region001	956568	977480	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-025	region001	467761	488673	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-026	region001	955478	976390	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-027	region001	946800	967712	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-HON-028	region001	509480	530392	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IDN-001	region001	721055	741967	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IDN-002	region001	921480	942392	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IDN-003	region001	924536	945448	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IDN-004	region001	947130	968042	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IDN-005	region001	988756	1009668	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IDN-006	region001	903887	924799	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IDN-007	region001	948747	969662	20915	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IDN-008	region001	946485	967397	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IDN-009	region001	940404	961316	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IDN-010	region001	958985	979897	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IDN-011	region001	917067	937979	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IND-001	region001	930084	950996	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IND-002	region001	335485	356397	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IND-003	region001	938599	959511	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IND-004	region001	911531	932443	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IND-005	region001	941004	961916	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IND-006	region001	837681	858593	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IND-007	region001	979375	1000287	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IND-008	region001	938134	959046	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IND-009	region001	602661	623573	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IND-010	region001	903275	924187	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IRN-001	region001	945717	966629	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IRN-002	region001	896526	917438	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IRN-003	region001	348725	369637	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-IRN-009	region001	954861	975773	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISL-001	region001	665467	686379	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISL-002	region001	624715	645627	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISL-003	region001	623253	644165	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISL-004	region001	460698	481610	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISL-005	region001	485777	506689	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISL-006	region001	1058899	1079811	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISL-007	region001	341002	361914	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISL-008	region001	966375	987287	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISL-009	region001	540747	561659	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISL-010	region001	908263	929175	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISL-011	region001	972816	993728	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISR-001	region001	937285	958197	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISR-002	region001	953974	974886	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISR-003	region001	910100	931012	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISR-004	region001	373928	394840	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISR-005	region001	968386	989298	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISR-006	region001	941775	962687	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISR-007	region001	956461	977373	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISR-008	region001	990908	1011820	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISR-009	region001	997268	1018180	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ISR-010	region001	949614	970526	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-001	region001	934183	955095	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-002	region001	1064860	1085772	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-003	region001	635795	656707	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-004	region001	913450	934362	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-005	region001	640227	661139	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-006	region001	387054	407966	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-007	region001	950975	971887	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-008	region001	943962	964874	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-009	region001	985664	1006576	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-010	region001	892039	912951	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-011	region001	900675	921587	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-012	region001	901154	922066	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-013	region001	907623	928535	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-014	region001	1024393	1045305	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-015	region001	952455	973367	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-016	region001	991483	1012395	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-017	region001	947703	968615	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-018	region001	497365	518277	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-019	region001	953453	974365	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-020	region001	916144	937056	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-022	region001	951968	972880	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-023	region001	1022330	1043242	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-024	region001	537061	557973	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-025	region001	891721	912633	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-026	region001	1384686	1405598	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-027	region001	981574	1002486	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-028	region001	664366	685278	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-029	region001	949655	970567	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-ITA-030	region001	963375	984287	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-002	region001	937040	957952	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-009	region001	998529	1019441	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-010	region001	334580	355492	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-012	region001	961523	982435	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-013	region001	974160	995072	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-015	region001	963823	984735	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-016	region001	414042	434954	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-017	region001	984092	1005004	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-019	region001	953757	974669	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-021	region001	936251	957163	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-022	region001	951985	972897	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-026	region001	948535	969447	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-028	region001	987016	1007928	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-029	region001	958073	978985	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-101	region001	951280	972192	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-102	region001	982080	1002992	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-103	region001	920799	941711	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-104	region001	981936	1002848	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-105	region001	640092	661004	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-106	region001	972693	993605	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-107	region001	959713	980625	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-108	region001	938026	958938	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-109	region001	954377	975289	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-110	region001	982290	1003202	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-111	region001	945289	966201	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-112	region001	433692	454604	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-113	region001	988384	1009296	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-114	region001	950996	971908	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JAP-115	region001	937754	958666	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JOR-001	region001	991192	1012104	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JOR-002	region001	946356	967268	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JOR-003	region001	1023920	1044832	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JOR-004	region001	981739	1002651	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JOR-005	region001	662485	683397	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JOR-006	region001	971063	991975	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JOR-007	region001	962672	983584	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JOR-008	region001	937936	958848	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JOR-009	region001	949584	970496	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-JOR-010	region001	236664	257576	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KAZ-001	region001	448616	469528	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KAZ-002	region001	971406	992318	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KGZ-001	region001	1064250	1085162	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KGZ-002	region001	996138	1017050	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KGZ-003	region001	445482	466391	20909	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KGZ-004	region001	1003439	1024351	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KGZ-005	region001	981980	1002892	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KGZ-006	region001	907254	928166	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KGZ-007	region001	977065	997977	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KGZ-008	region001	104359	125271	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KGZ-009	region001	943586	964498	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KGZ-010	region001	964490	985402	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-001	region001	1012990	1033902	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-002	region001	965896	986808	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-004	region001	949355	970267	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-005	region001	429881	450793	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-006	region001	930003	950915	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-007	region001	956632	977544	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-008	region001	939721	960633	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-009	region001	944683	965595	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-010	region001	934815	955727	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-012	region001	959630	980542	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-013	region001	971394	992306	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-014	region001	419825	440737	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-016	region001	1042703	1063615	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-019	region001	953602	974514	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-020	region001	1025424	1046336	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-021	region001	952663	973575	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-022	region001	419950	440862	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-023	region001	958711	979623	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-024	region001	988158	1009070	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-025	region001	983456	1004368	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-027	region001	952955	973867	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-028	region001	951986	972898	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-029	region001	972839	993751	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-032	region001	647793	668705	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-033	region001	985499	1006411	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-034	region001	935939	956851	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-035	region001	949775	970687	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-036	region001	994059	1014971	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-037	region001	979842	1000754	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-041	region001	984445	1005357	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-042	region001	937839	958751	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-043	region001	944249	965161	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-044	region001	641632	662544	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-045	region001	346086	366998	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-046	region001	943176	964088	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-047	region001	946064	966976	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-048	region001	948804	969716	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-049	region001	990247	1011159	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-050	region001	981720	1002632	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-051	region001	993604	1014516	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-052	region001	940340	961252	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-053	region001	945221	966133	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-101	region001	976692	997604	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-105	region001	963530	984442	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-109	region001	456515	477427	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-110	region001	344400	365312	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-111	region001	952319	973231	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-112	region001	987834	1008746	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-114	region001	946466	967378	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-115	region001	943022	963934	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-116	region001	999779	1020691	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-117	region001	940360	961272	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-118	region001	995392	1016304	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-KOR-119	region001	968756	989668	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-001	region001	930735	951647	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-002	region001	957832	978744	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
