cluster_id	cluster_length	gcf_id	gcf_representative	nucleotide_representative	fragment_representative	filename
BGC0002572	91412	GCF0000203	BGC0002484	BGC0002572	BGC0002572	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002484	96737	GCF0000203	BGC0002484	BGC0002484	BGC0002484	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000331	31593	GCF0000204	BGC0002625	BGC0000331	BGC0000331	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000332	31880	GCF0000204	BGC0002625	BGC0000332	BGC0000332	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0003007	32279	GCF0000204	BGC0002625	BGC0003007	BGC0003007	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001018	33711	GCF0000204	BGC0002625	BGC0001018	BGC0001018	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001029	55508	GCF0000204	BGC0002625	BGC0001029	BGC0001029	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002625	63145	GCF0000204	BGC0002625	BGC0002625	BGC0002625	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001705	48240	GCF0000205	BGC0001017	BGC0001705	BGC0001705	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002297	54162	GCF0000205	BGC0001017	BGC0002297	BGC0002297	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001667	55137	GCF0000205	BGC0001017	BGC0001667	BGC0001667	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001015	55575	GCF0000205	BGC0001017	BGC0001015	BGC0001015	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001016	57817	GCF0000205	BGC0001017	BGC0001016	BGC0001016	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001017	63626	GCF0000205	BGC0001017	BGC0001017	BGC0001017	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000396	14288	GCF0000206	BGC0000396	BGC0000396	BGC0000396	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000298	25401	GCF0000207	BGC0003044	BGC0000298	BGC0000298	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000297	31449	GCF0000207	BGC0003044	BGC0000297	BGC0000297	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002880	37957	GCF0000207	BGC0003044	BGC0002880	BGC0002880	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002962	41564	GCF0000207	BGC0003044	BGC0002962	BGC0002962	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0003044	51001	GCF0000207	BGC0003044	BGC0003044	BGC0003044	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001028	40989	GCF0000208	BGC0002944	BGC0001028	BGC0001028	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002944	41689	GCF0000208	BGC0002944	BGC0002944	BGC0002944	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000301	23949	GCF0000209	BGC0000302	BGC0000301	BGC0000301	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002512	24923	GCF0000209	BGC0000302	BGC0002512	BGC0002512	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000302	36200	GCF0000209	BGC0000302	BGC0000302	BGC0000302	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001748	18705	GCF0000210	BGC0000430	BGC0001748	BGC0001748	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000430	22001	GCF0000210	BGC0000430	BGC0000430	BGC0000430	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002626	5986	GCF0000211	BGC0000592	BGC0002626	BGC0002626	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000593	6678	GCF0000211	BGC0000592	BGC0000593	BGC0000593	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000594	6812	GCF0000211	BGC0000592	BGC0000594	BGC0000594	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002049	7559	GCF0000211	BGC0000592	BGC0002049	BGC0002049	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000592	9997	GCF0000211	BGC0000592	BGC0000592	BGC0000592	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002623	25011	GCF0000212	BGC0002623	BGC0002623	BGC0002623	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000397	34328	GCF0000213	BGC0000397	BGC0000397	BGC0000397	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001884	41956	GCF0000214	BGC0001000	BGC0001884	BGC0001884	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001000	41964	GCF0000214	BGC0001000	BGC0001000	BGC0001000	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002480	16520	GCF0000215	BGC0001703	BGC0002480	BGC0002480	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002597	36795	GCF0000215	BGC0001703	BGC0002597	BGC0002597	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001704	37663	GCF0000215	BGC0001703	BGC0002597	BGC0001704	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001703	41570	GCF0000215	BGC0001703	BGC0001703	BGC0001703	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001161	9161	GCF0000216	BGC0001161	BGC0001161	BGC0001161	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001163	9299	GCF0000216	BGC0001161	BGC0001161	BGC0001163	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001162	9348	GCF0000216	BGC0001161	BGC0001161	BGC0001162	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002677	40054	GCF0000217	BGC0002677	BGC0002677	BGC0002677	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000172	47812	GCF0000218	BGC0000172	BGC0000172	BGC0000172	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000178	78240	GCF0000219	BGC0000178	BGC0000178	BGC0000178	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002914	52217	GCF0000220	BGC0002754	BGC0002914	BGC0002914	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002754	61501	GCF0000220	BGC0002754	BGC0002754	BGC0002754	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002411	44299	GCF0000221	BGC0000975	BGC0002411	BGC0002411	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000975	57306	GCF0000221	BGC0000975	BGC0000975	BGC0000975	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001663	22989	GCF0000222	BGC0001357	BGC0001663	BGC0001663	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001064	26219	GCF0000222	BGC0001357	BGC0001064	BGC0001064	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001357	26932	GCF0000222	BGC0001357	BGC0001357	BGC0001357	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001566	30207	GCF0000222	BGC0001357	BGC0001064	BGC0001566	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002542	37851	GCF0000223	BGC0002296	BGC0002542	BGC0002542	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001971	61846	GCF0000223	BGC0002296	BGC0001971	BGC0001971	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000976	65189	GCF0000223	BGC0002296	BGC0000976	BGC0000976	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001970	68448	GCF0000223	BGC0002296	BGC0001971	BGC0001970	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001001	69900	GCF0000223	BGC0002296	BGC0001001	BGC0001001	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001165	87427	GCF0000223	BGC0002296	BGC0000976	BGC0001165	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002296	97932	GCF0000223	BGC0002296	BGC0002296	BGC0002296	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000043	13300	GCF0000224	BGC0000043	BGC0000043	BGC0000043	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001089	72494	GCF0000225	BGC0001089	BGC0001089	BGC0001089	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0003027	92852	GCF0000226	BGC0003027	BGC0003027	BGC0003027	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001470	95175	GCF0000227	BGC0001470	BGC0001470	BGC0001470	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001780	52640	GCF0000228	BGC0001780	BGC0001780	BGC0001780	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000995	80584	GCF0000229	BGC0001113	BGC0000995	BGC0000995	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001114	85738	GCF0000229	BGC0001113	BGC0001114	BGC0001114	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001113	93443	GCF0000229	BGC0001113	BGC0001113	BGC0001113	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002059	72874	GCF0000230	BGC0002059	BGC0002059	BGC0002059	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001099	77317	GCF0000231	BGC0001099	BGC0001099	BGC0001099	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002385	87287	GCF0000232	BGC0002385	BGC0002385	BGC0002385	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002455	129213	GCF0000233	BGC0002455	BGC0002455	BGC0002455	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002873	140196	GCF0000233	BGC0002455	BGC0002455	BGC0002873	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002374	103658	GCF0000234	BGC0002374	BGC0002374	BGC0002374	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000173	67546	GCF0000235	BGC0000173	BGC0000173	BGC0000173	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000186	86560	GCF0000236	BGC0000186	BGC0000186	BGC0000186	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002814	144243	GCF0000237	BGC0000967	BGC0002814	BGC0002814	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000967	148229	GCF0000237	BGC0000967	BGC0000967	BGC0000967	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002068	79557	GCF0000238	BGC0002068	BGC0002068	BGC0002068	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002082	61760	GCF0000239	BGC0002082	BGC0002082	BGC0002082	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001031	77781	GCF0000240	BGC0001032	BGC0001031	BGC0001031	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001032	78466	GCF0000240	BGC0001032	BGC0001032	BGC0001032	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001115	86853	GCF0000241	BGC0001115	BGC0001115	BGC0001115	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001025	82757	GCF0000242	BGC0001025	BGC0001025	BGC0001025	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002153	102111	GCF0000243	BGC0002153	BGC0002153	BGC0002153	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000205	10111	GCF0000244	BGC0000205	BGC0000205	BGC0000205	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000255	10000	GCF0000245	BGC0000255	BGC0000255	BGC0000255	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001071	59320	GCF0000246	BGC0001071	BGC0001071	BGC0001071	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001564	54398	GCF0000247	BGC0001564	BGC0001564	BGC0001564	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001105	36513	GCF0000248	BGC0001105	BGC0001105	BGC0001105	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002055	86428	GCF0000249	BGC0002055	BGC0002055	BGC0002055	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001835	85179	GCF0000250	BGC0001835	BGC0001835	BGC0001835	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001110	72054	GCF0000251	BGC0001110	BGC0001110	BGC0001110	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001116	57999	GCF0000252	BGC0001116	BGC0001116	BGC0001116	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002451	65389	GCF0000253	BGC0001740	BGC0002451	BGC0002451	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001740	100000	GCF0000253	BGC0001740	BGC0001740	BGC0001740	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002810	76130	GCF0000254	BGC0002810	BGC0002810	BGC0002810	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002114	46001	GCF0000255	BGC0002114	BGC0002114	BGC0002114	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002118	74110	GCF0000256	BGC0002118	BGC0002118	BGC0002118	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002119	75387	GCF0000256	BGC0002118	BGC0002118	BGC0002119	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001885	83425	GCF0000257	BGC0001885	BGC0001885	BGC0001885	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000176	69641	GCF0000258	BGC0000176	BGC0000176	BGC0000176	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000182	75137	GCF0000259	BGC0000182	BGC0000182	BGC0000182	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000185	50247	GCF0000260	BGC0000185	BGC0000185	BGC0000185	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001836	81741	GCF0000261	BGC0001836	BGC0001836	BGC0001836	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002136	71925	GCF0000262	BGC0002136	BGC0002136	BGC0002136	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001069	96547	GCF0000263	BGC0001069	BGC0001069	BGC0001069	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001644	128482	GCF0000264	BGC0001644	BGC0001644	BGC0001644	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0003117	53391	GCF0000265	BGC0001091	BGC0003117	BGC0003117	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001091	79373	GCF0000265	BGC0001091	BGC0001091	BGC0001091	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001751	69479	GCF0000266	BGC0001751	BGC0001751	BGC0001751	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000184	148058	GCF0000267	BGC0000184	BGC0000184	BGC0000184	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000464	105987	GCF0000268	BGC0000464	BGC0000464	BGC0000464	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002135	11508	GCF0000269	BGC0002135	BGC0002135	BGC0002135	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000189	8123	GCF0000270	BGC0000189	BGC0000189	BGC0000189	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001656	101179	GCF0000271	BGC0001772	BGC0001656	BGC0001656	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001772	120143	GCF0000271	BGC0001772	BGC0001772	BGC0001772	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001795	87858	GCF0000272	BGC0001795	BGC0001795	BGC0001795	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001186	103038	GCF0000273	BGC0001186	BGC0001186	BGC0001186	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002332	13618	GCF0000274	BGC0002332	BGC0002332	BGC0002332	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001109	52659	GCF0000275	BGC0001109	BGC0001109	BGC0001109	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001108	75778	GCF0000275	BGC0001109	BGC0001109	BGC0001109	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000913	11029	GCF0000276	BGC0000913	BGC0000913	BGC0000913	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001299	70336	GCF0000277	BGC0001299	BGC0001299	BGC0001299	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000179	95797	GCF0000278	BGC0000179	BGC0000179	BGC0000179	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002056	53043	GCF0000279	BGC0002056	BGC0002056	BGC0002056	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000869	17945	GCF0000280	BGC0000869	BGC0000869	BGC0000869	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001591	30244	GCF0000281	BGC0001591	BGC0001591	BGC0001591	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001215	41097	GCF0000282	BGC0001215	BGC0001215	BGC0001215	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001828	74735	GCF0000283	BGC0001828	BGC0001828	BGC0001828	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001200	62017	GCF0000284	BGC0001200	BGC0001200	BGC0001200	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002500	62503	GCF0000285	BGC0002500	BGC0002500	BGC0002500	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001810	16267	GCF0000286	BGC0001810	BGC0001810	BGC0001810	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001588	24399	GCF0000287	BGC0001589	BGC0001588	BGC0001588	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001589	31282	GCF0000287	BGC0001589	BGC0001589	BGC0001589	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
